DATAFLOW,CLASSIFICATION: Classification,MEASURE: Measure,"SALTS: Sex, Age, and Location","SALTSSTUB: Sex, Age, and Location Questions",CYCLE: Cycle,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,8.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,6.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,5.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,7.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,5.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),18_34: 18 to 34,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,1.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,1.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),35_64: 35 to 64,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,1.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),65_O: 65 and over,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.3,PCT: Percent,,
